"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","rotator_image","amazon_description","backorders_leadtime","orders_leadtime","timershow","google_category","brand","mpn","gtin","price","special_price","weight","msrp","productcommission","deliverycharge","status","is_recurring","visibility","tax_class_id","featured","use_config_backorders_leadtime","use_base_backorders_leadtime","use_config_orders_leadtime","use_base_orders_leadtime","deliveryallowloss","deliveryallowtocombine","deliverybythirdparty","medma_is_featured","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","custom_design"
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","6,7,14,18,19,20","BILBO1","0","König Trinity - Bombastic Billower","","","/k/o/konig-bombastic-billower.jpg","/k/o/konig-bombastic-billower.jpg","/k/o/konig-bombastic-billower.jpg","konig-trinity-bombastic-billower","konig-trinity-bombastic-billower.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","/k/o/konig-bombastic-billower.jpg","","","","","Electronics > Audio > Audio Components > Speakers","","","","24.9900","","800.0000","39.9900","","","Enabled","No","Catalog, Search","Shipping","Yes","0","1","0","1","","","","","<p>The K&ouml;nig&nbsp;Trinity Bombastic Billower is the perfect accessory for any party, whether it's indoors or out the Bombastic Billower will be the center of interaction for all your guests. Boasting a 30w speaker and can be controlled by wireless from up to 10m this speaker is king when it comes to power.</p>

<p><strong>Features:</strong></p>

<ul>

<li>Compact and portable design.</li>

<li>Easy to use.</li>

<li>No cables needed.</li>

<li>Up to 10m wireless distance.</li>

<li>up to 3 hours play time.</li>

</ul>

<p><strong>Package Content:</strong></p>

<ul>

<li>1 x Bombastic Billower.</li>

<li>1 x User Manual.</li>

</ul>","König Trinity - Bombastic Billower","","","","","","","","","20.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","König Trinity - Bombastic Billower","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","6,9,18,19,20","SCIKIT300","0","Science Project Kits","","","/s/c/sciencebundle.jpg","/s/c/sciencebundle.jpg","/s/c/sciencebundle.jpg","science-project-kits","science-project-kits.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","/s/c/sciencebundle.jpg","","","","","Toys & Games > Toys > Educational Toys > Science Sets","","","","13.9900","","700.0000","35.0000","","","Enabled","No","Catalog, Search","Shipping","Yes","0","1","0","1","","","","","<p>Make your child's playtime fun and educational with this unique collection of four different science projects. The collection includes the Banana Powered Clock Experiment Kit, the Salt Water Powered Car Experiment Kit and the Wind Powered Car Experiment Kit.</p>

<p><strong>Features:</strong></p>

<p><strong>The Banana Powered Clock Experiment Kit:</strong>&nbsp;is a great fun and functional item - a banana powered clock! No batteries required (although you will need bananas!) Kit contains digital clock, wiring, copper and zinc strips and tape.</p>

<p><strong>The Salt Water Powered Car Experiment Kit:</strong>&nbsp;is the smallest, least expensive, not to mention first fuel cell car to be powered by salt water, the Salt Water Powered Car Experiment Kit gives children a chance to learn about new forms of clean energy, while building and powering their very own toy: Just add salt water and go! After activating the fuel cell module with a salt water mixture, the magnesium metal sheet (3 sheets included) can operate the car for about 5-7 hours continuously. If you want to park the vehicle, simply take out the fuel cell module and rinse with tap water and dry. All the materials used in this kit are environmentally safe and clean, non-toxic substances. It will not produce heat, so it is completely safe for child's play.</p>

<p><strong>The Wind Powered Car Experiment Kit:</strong>&nbsp;allows you to create your very own wind powered car and understand the importance of the environmentally friendly power source moving the car. The contents of this kit are gear 1, gear 2, long hexagonal axis, small hexagonal axis, plastic board A, plastic board B, propeller, tail and stickers.</p>

<p><strong>Package content either:</strong></p>

<ul>

<li>1 x Banana Powered Clock Experiment Kit - Power a clock without the use of batteries</li>

<li>Salt Water Powered Car Experiment Kit -Power your own toy car with salt water</li>

<li>Car will run for 5-7 hours continuously</li>

<li>Wind Powered Car Experiment Kit</li>

<li>Power your own toy car using wind power</li>

<li>Suitable for ages 10+</li>

</ul>","Science Project Kits","","","","","","","","","6.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Science Project Kits","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","18,19,20","105888","0","Teeth Whitening Gel","","","/t/e/teeth.jpg","/t/e/teeth.jpg","/t/e/teeth.jpg","teeth-whitening-gel","teeth-whitening-gel.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","/t/e/teeth.jpg","Teeth Whitening Gel with superior teeth whitening power, brighten your smile  in the comfort of your own  home ","","","1","Health & Beauty > Personal Care > Oral Care > Teeth Whitening","","","","4.9900","","95.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","No","0","1","0","1","","","","","Teeth Whitening Gel: No matter if you are trying to get rid of  stains  or just  want to just brighten and whiten your smile Our teeth whitening product will be great for you.  This at home teeth whitening gel is inexpensive to purchase and so easy to use, most people don't have the time or money to pay for expensive procedures. Our Teeth whitening gel gives people the opportunity to fix their smiles in  the comfort of their own homes at a price they can afford.



3 Gel Teeth Whitening Home Kit + *Lazer Light + X2 Mouth trays









","Teeth Whitening Gel with superior teeth whitening power ","","","2015-04-07 00:00:00","2015-04-14 00:00:00","2015-04-07 00:00:00","2015-04-14 00:00:00","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Teeth Whitening Gel","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","4,5,8,20","100016","0","Original Suet Fat Balls 26.10kg","","","/f/b/fb1_1.jpg","/f/b/fb1_1.jpg","/f/b/fb1_1.jpg","original-suet-fat-balls-26-10kg-equivalent-to-approx-300","original-suet-fat-balls-26-10kg-equivalent-to-approx-300.html","No layout updates","Product Info Column","","","","United Kingdom","Use config","Use config","No","/f/b/fb2_1.jpg","Original Suet Fat Balls 26.10kg (equivalent to approx.300)","","","0","Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food","","","","17.9900","","26100.0000","48.9900","","","Enabled","No","Catalog, Search","None","Yes","0","","0","","","","","","<p><em>Buy two boxes for even better value!</em></p>

<p><strong><span>Composition</span></strong></p>

<p>Cereals, oil, fat, flour, black sunflower seeds, kibbled corn maize, minerals and mix seeds.</p>

<p><strong><span>Product Details</span></strong></p>

<p>The 26.1kg of Original Suet Fat balls, are equivalent to approximately 300 individual fat balls.</p>

<p>Original Flavour Fat Balls are an all-natural blend of beef fat, wheat, sunflower seeds and calcium sourced in the UK, where possible, to provide a high energy and nutritious food source for a wide variety of wild birds. All the ingredients used for the Fatballs are sourced from reputable, local, national UK and international suppliers and are subject to strict quality controls to ensure suitability and quality. The fat in these fat balls is graded as the highest food grade and is packed with energy to help wild birds during demanding times.</p>

<p>The wheat is from local growers and is particularly attractive to the declining Houseparrow as well as many other species. A natural source of calcium is added to standard fat balls to provide wild birds with a means to maintain healthy bones and eggs. Standard Fat Balls are most commonly fed using specially made Fat Ball Feeders. Another method is to break up the fat balls and feed directly from the ground, on bird tables, or mixed with other foods such as Peanuts or Seed Mixes.</p>

<p>These Fat Balls are suitable for all year round feeding and will help a wide variety of wild birds survive through harsh Winters, and busy Spring/Summer breeding seasons in particular.&nbsp;</p>

<p>Please note; due to carriage and the fragile nature of the product it can be common for up to 10% of fat balls to be broken at the bottom of the box, but don't worry as the birds still eat them all the same.</p>","An all-natural blend of beef fat, wheat, sunflower seeds and calcium to provide a high energy and nutritious food source for a wide variety of wild birds.","","","","","","","","","50.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Original Suet Fat Balls 26.10kg","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,amazon","Default","simple","2,6,8,18,19,20,21,24","6006677000156","0","Dry Wonder Carpet & Upholstery Powder Cleaner","","","/d/r/drywonder_1.jpg","/d/r/drywonder_1.jpg","/d/r/drywonder_1.jpg","carpet-upholstery-powder-cleaner-dry-wonder","carpet-upholstery-powder-cleaner-dry-wonder.html","No layout updates","Product Info Column","","","","South Africa","Use config","Use config","No","/d/r/drywonder_1.jpg","","","","1","","Dry Wonder","","6006677000156","9.9900","","1000.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>The Carpet and Upholstery Cleaner is an amazing waterless cleaner using natural ingredients. Anti-bacterial and is pet friendly, use this product for regular maintenance of your carpet.</p>

<p>Dry Wonder Carpet and Upholstery powder removes odours from carpet and upholstery without using water. It removes odours and smells giving great results and leaving your carpet and upholstery sunshine fresh. Just apply and wait one hour.</p>","Carpet & Upholstery Cleaner; quick drying, no shrinkage or felt deterioration. Enhances the colour of the fibre and removes static.","","","","","2015-04-08 00:00:00","2015-04-15 00:00:00","","","197.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Dry Wonder Carpet & Upholstery Powder Cleaner","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","2,6,8,18,19,20,24","6006677000279","0","Dry Wonder Carpet & Upholstery Stain Remover","","","/d/r/drywonder2.jpg","/d/r/drywonder2.jpg","/d/r/drywonder2.jpg","carpet-upholstery-stain-remover-dry-wonder","carpet-upholstery-stain-remover-dry-wonder.html","No layout updates","Product Info Column","","","","South Africa","Use config","Use config","No","/d/r/drywonder2.jpg","","","","1","","Dry Wonder","","6006677000279","5.9900","","300.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>This amazing Carpet &amp; Upholstery Stain remover is completely natural. It is non-toxic and safe to use with both children or animals in your home. This powder will remove even the most stubborn stains.</p>

<p>Removes stains such as blood, wine, tea, coffee, inks, olish, grease, make-up, water and food.</p>

<p>No more hard work with soap, shampoo or water.</p>","Carpet & Upholstery Stain Remover. Kills bacteria, lifts most stubborn stains and leaves a long lasting fragrance.","","","","","","","","","200.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Dry Wonder Carpet & Upholstery Stain Remover","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,6,8,18,19,20,21,24","6006677000354","0","Dry Wonder Carpet & Fabric Freshener","","","/d/r/drywonder3.jpg","/d/r/drywonder3.jpg","/d/r/drywonder3.jpg","carpet-fabric-dry-wonder-freshener","carpet-fabric-dry-wonder-freshener.html","No layout updates","Product Info Column","","","","South Africa","Use config","Use config","No","/d/r/drywonder3.jpg","Carpet & Upholstery Freshener  Anti Bacterial for a freshness all over your home","","","1","","Dry Wonder","","6006677000354","4.9900","","350.0000","","","","Enabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>The Dry Wonder Carpet &amp; Fabric Freshener leaves a clean, fresh aroma all over your home, with a lingering fragrance that will revitalise carpets and upholstery. This freshener is a waterless product, and non-toxic (safe for children and pets). You will always have a fresh aroma without the hassle of drying time.</p>

<p>Dry Wonder Carpet &amp; Fabric Freshener neutralizes household odours such as food, tabacco, pet smells, and stale air by destroying bad odours and bacteria. A built-in anti-soiling repellent keeps your carpets cleaner and protects from stains.</p>","Dry Wonder Carpet Freshener gives your home a fragrance and freshness that will revitalise your carpets and upholstery.","","","","","","","","","200.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Dry Wonder Carpet & Fabric Freshener","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,6,7,14,18,19,20","333333","0","Super 7000mAh Power Bank","","","/p/o/powerbanklarge.png","/p/o/powerbanklarge.png","/p/o/powerbanklarge.png","power-bank","power-bank.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","/p/o/powerbanklarge.png","Power Bank This Super Power Bank 7000 mah to use with your ipod, mobile phone, and games","","","1","Electronics > Audio > Audio Components > Speakers","","","","14.9900","","255.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","Yes","0","1","0","1","","","","","<p>Super Power Bank Featuring a 7000 mAh lithium polymer battery, these power banks boost the battery life of smartphones while on-the-go. The power bank can charge two devices at the same time and is quick and easy to operate, ideal for regular travellers and commuters.</p>

<p>Use with your Power Bank for your iPod, mobile phone, iPhone and games consoles.</p>

<ul>

<li>Capacity: 7000mAh</li>

<li>Input: 5v 1A</li>

<li>Output: 5v 1A / 5v 2.1A</li>

<li>Battery type: Polymer Li-Ion</li>

</ul>","Super Power Bank 7000mAh for use with your iPod, mobile phone, and games consoles.","","","","","","","","","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","Super 7000mAh Power Bank","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,10,11,17,18,19,20","363636","0","Stylo-Girl Fibre Hair Extensions","","","","","","hair-extensions","hair-extensions.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions and&nbsp;is sold worldwide through salons and retail stores.</p>

<p>Currenlty available in 9 shades view the colour chart.</p>

<p>Our brand offers high quality Heat Resistant (up to 200<span>&deg;C</span>) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions. Being difficult to tell the difference unless you are a hair expert, and these extensions cost 60-70% less than Human Hair Extensions whilst being of similar quality.</p>

<p>All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish.</p>

<ul>

<li>Length: 19""-20""</li>

<li>Width: 12""</li>

<li>5 Clips attached (Each Pack)</li>

</ul>

<p>&nbsp;</p>

<p><strong><em>Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length!&nbsp;</em></strong></p>

<p>p27/613</p>","Stylo-Girl brings you High-quality, Heat Resistant Fibre Hair Extensions, he best alternative to Human Hair Extensions at a fraction of the price.

","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Stylo-Girl Fibre Hair Extensions","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","7,14","IQBBS10","0","IoQoo Beach-box MP3 Stereo Speaker","","","/b/e/beachbox1.jpg","/b/e/beachbox1.jpg","/b/e/beachbox1.jpg","ioqoo-beach-box-mp3-stereo-speaker","ioqoo-beach-box-mp3-stereo-speaker.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","/b/e/beachbox3.jpg","","","","1","Electronics > Audio > Audio Components > Speakers","ioqoo","","","9.9900","","300.0000","29.9900","","","Enabled","No","Catalog, Search","Shipping","Yes","0","1","0","1","","","","","<p>Your holidays are saved!</p>

<p>These loudspeakers not only offer great stereo sound performance and a tight zipper but also a case which protects the device from spray-water and dust on top. Safety first! Sit at the beach, sip a fancy cocktail and enjoy all your favourite songs without having to worry about ruining your music source of choice. Suitable for MP3 players, iPods and iPhones.</p>

<ul>

<li>Loudspeaker for phones and MP3 players</li>

<li>100% stereo sound performance</li>

<li>Outdoor hardcase protection against dust and spray water</li>

<li>Easy plug in 3.5mm jack</li>

<li>powered by 2xAA batteries (not included)</li>

<li>Snap hook</li>

<li>Colour: Blue</li>

</ul>","IoQoo Beach-box MP3 Stereo Speaker","","","","","","","","","50.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","1","0.0000","1","0","0","0","1","IoQoo Beach-box MP3 Stereo Speaker","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,amazon","Default","simple","6,10,17,20","TWK100","0","Home Teeth Whitening Kit","","","","","","home-teeth-whitening-kit","home-teeth-whitening-kit.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","4.9900","","300.0000","19.9900","","","Disabled","No","Catalog, Search","Shipping","Yes","1","1","1","1","","","","","<p><span>Whiten your teeth to achieve a brighter smile. Teeth whitening is ideal for people who have healthy, unrestored teeth (no fillings) and gums. Individuals with yellow tones to their teeth respond best.</span></p>

<p><span><strong>Package contents</strong></span></p>

<p><span>2.2ml Teeth Whitening pen with whitening gel</span></p>

<p><span>Cheek retractor</span></p>

<p><span>Mini LED blue light</span></p>

<p><span>User Manual</span></p>

<p><span>Tooth colour guide</span></p>","Home Teeth Whitening Kit","","","","","","","","","50.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Home Teeth Whitening Kit","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,6,10,17,18,19,20","121212","0","Hair Extensions  Stylo-Girl Fibre Hair","","","","","","hair-extensions-stylo-girl-fibre-hair","hair-extensions-stylo-girl-fibre-hair.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","Hair Extensions  Stylo-Girl Fibre Hair Extension Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl Fibre Hair Extension Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions</p>

<p>The Stylo-Girl is sold worldwide through salons, retail stores. Currenlty available in 9 shades view the colour chart. Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions, its hard to tell the difference unless you are a hair expert these extensions are much lower in cost 60-70% less than Human Hair Extensions but hair are almost as good as human extensions.</p>

<p>Browse our synthetic fibre hair extensions range. All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish currently available in 9 shades view the colour chart. Stylo Girl Clip in Hair Extensions are available in 9 Colors. Made from the new Heat Resistant Fibre Hair Hair is 19"" - 20"" Long (Length) 12"" (1 Foot Wide) with 5 Clips attached (Each Pack) m4/27</p>","<p>Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length! <br />Currenlty available in 9 shades view the colour chart.</p>","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2015-04-08 14:49:14","","1","0","1","1","1","0.0000","1","0","0","1","1","Hair Extensions  Stylo-Girl Fibre Hair","0","simple","","",""
"admin","yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,6,10,17,18,19,20","131313","0","Hair Extensions  Stylo-Girl Fibre Hair","","","","","","hair-extensions-stylo-girl-fibre-hair","hair-extensions-stylo-girl-fibre-hair-328.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions The Stylo-Girl is sold worldwide through salons, retail stores.</p>

<p>Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions, its hard to tell the difference unless you are a hair expert these extensions are much lower in cost 60-70% less than Human Hair Extensions but hair are almost as good as human extensions.</p>

<p>Browse our synthetic fibre hair extensions range. All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish currently available in 9 shades view the colour chart. Stylo Girl Clip in Hair Extensions are available in 9 Colors. Made from the new Heat Resistant Fibre Hair Hair is 19"" - 20"" Long (Length) 12"" (1 Foot Wide) with 5 Clips attached (Each Pack) 6#</p>","<p>Hair Extensions Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions,</p>

<p>&nbsp;</p>

<p>Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length! Currently available in 9 shades view the colour chart.</p>","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Hair Extensions  Stylo-Girl Fibre Hair","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,6,10,17,18,19,20","161616","0","Hair Extensions Stylo-Girl Fibre Hair ","","","","","","hair-extensions-stylo-girl-fibre-hair","hair-extensions-stylo-girl-fibre-hair-329.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions The Stylo-Girl is sold worldwide through salons, retail stores.</p>

<p>Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions, its hard to tell the difference unless you are a hair expert these extensions are much lower in cost 60-70% less than Human Hair Extensions but hair are almost as good as human extensions.</p>

<p>Browse our synthetic fibre hair extensions range. All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish currently available in 9 shades view the colour chart. Stylo Girl Clip in Hair Extensions are available in 9 Colors. Made from the new Heat Resistant Fibre Hair Hair is 19"" - 20"" Long (Length) 12"" (1 Foot Wide) with 5 Clips attached (Each Pack) J1</p>","<p>Hair Extensions Fibre Hair Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions,</p>

<p>Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length! Currenlty available in 9 shades view the colour chart.</p>","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Hair Extensions Stylo-Girl Fibre Hair ","0","simple","","",""
"admin","base,yabadabadoo,iwo2,dealnation,ebay,amazon","Default","simple","2,6,10,17,18,19,20","101010","0"," Hair Extensions Stylo-Girl Fibre Hair Extension","","","","","","hair-extensions-stylo-girl-fibre-hair-extension","hair-extensions-stylo-girl-fibre-hair-extension.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions The Stylo-Girl is sold worldwide through salons, retail stores.</p>

<p>Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions, its hard to tell the difference unless you are a hair expert these extensions are much lower in cost 60-70% less than Human Hair Extensions but hair are almost as good as human extensions.</p>

<p>Browse our synthetic fibre hair extensions range. All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish currently available in 9 shades view the colour chart. Stylo Girl Clip in Hair Extensions are available in 9 Colors. Made from the new Heat Resistant Fibre Hair Hair is 19"" - 20"" Long (Length) 12"" (1 Foot Wide) with 5 Clips attached (Each Pack 30#</p>","<p>Hair Extensions Stylo-Girl Fibre Hair Extension Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions,</p>

<p>Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length! Currenlty available in 9 shades view the colour chart.</p>","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1"," Hair Extensions Stylo-Girl Fibre Hair Extension","0","simple","","",""
"admin","base,yabadabadoo,hotbuyer,iwo2,dealnation,ebay,amazon","Default","simple","2,10,17,18,19,20","123636","0","Hair Extensions Stylo-Girl Fibre Hair ","","","","","","hair-extensions-stylo-girl-fibre-hair","hair-extensions-stylo-girl-fibre-hair-330.html","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","no_selection","","","","1","","","","","9.9900","","110.0000","","","","Disabled","No","Catalog, Search","Taxable Goods","No","1","1","1","1","","","","","<p>Stylo-Girl is a new brand in Hair Extensions which specializes in the latest Heat Resistant Fibre Hair Extensions The Stylo-Girl is sold worldwide through salons, retail stores.</p>

<p>Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions, its hard to tell the difference unless you are a hair expert these extensions are much lower in cost 60-70% less than Human Hair Extensions but hair are almost as good as human extensions.</p>

<p>Browse our synthetic fibre hair extensions range. All hair is suitable for braided hair styles, stunning dreadlocks. whatever style you wish currently available in 9 shades view the colour chart. Stylo Girl Clip in Hair Extensions are available in 9 Colors. Made from the new Heat Resistant Fibre Hair Hair is 19"" - 20"" Long (Length) 12"" (1 Foot Wide) with 5 Clips attached (Each Pack(No 4)</p>","<p>Hair Extensions Fibre Hair Our brand offers high quality Heat Resistant (upto 200 C) Fibre Hair Extensions (also known as Thermofibre) which is the best alternative to Human Hair Extensions</p>

<p>&nbsp;</p>

<p>&nbsp;Remember you need 1-2 packs to add high/lowlights, 2-3 packs to build volume or 2-4 packs to increase length! Currenlty available in 9 shades view the colour chart</p>","","","","","","","","","1000.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Hair Extensions Stylo-Girl Fibre Hair ","0","simple","","",""
